NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
5010,DEPUTADO FEDERAL,OTÃVIO DOMINGOS SALES,1095
5011,DEPUTADO FEDERAL,JULIANA SOUSA SANTOS,932
5012,DEPUTADO FEDERAL,DIMAS CAINA SANTOS VILA FLOR,210
5013,DEPUTADO FEDERAL,VANUSA SILVA DE JESUS,1087
5023,DEPUTADO FEDERAL,AILTON FREITAS DOS SANTOS,212
5050,DEPUTADO FEDERAL,SONIA MEIRE SANTOS AZEVEDO DE JESUS,19561
5100,DEPUTADO FEDERAL,JOSE HAMILTON NASCIMENTO,532
5110,DEPUTADO FEDERAL,ERONEIDE SOUZA DE BRITO CARDOSO,504
5111,DEPUTADO FEDERAL,GILMAR RESENDE,257
5115,DEPUTADO FEDERAL,AVILETE SILVA CRUZ,321
5122,DEPUTADO FEDERAL,MANOEL DORIA NETO,402
5123,DEPUTADO FEDERAL,RICARDO SOUZA MOTA,755
5151,DEPUTADO FEDERAL,ISMAEL SILVA SANTOS,307
5152,DEPUTADO FEDERAL,MARLENE ALVES CALUMBY,683
5190,DEPUTADO FEDERAL,VALFRAN RIBEIRO DOS SANTOS,97
5500,DEPUTADO FEDERAL,ALEXANDRE BRITO DE FIGUEIREDO,6777
5505,DEPUTADO FEDERAL,KATARINA FEITOZA LIMA SANTANA,38135
5510,DEPUTADO FEDERAL,SUELY FONTES DE CARVALHO OURO PEREIRA,6574
5515,DEPUTADO FEDERAL,FRANCISCO GUALBERTO DA ROCHA,23598
5533,DEPUTADO FEDERAL,JONATAS SOARES DE OLIVEIRA DOMINGOS,4916
5544,DEPUTADO FEDERAL,JULIANA MENESES FARIAS,2325
5555,DEPUTADO FEDERAL,FABIO DE ALMEIDA REIS,75848
5577,DEPUTADO FEDERAL,JOSENITO VITALE DE JESUS,26696
5599,DEPUTADO FEDERAL,DENISON PEREIRA DA SILVA,9983
6565,DEPUTADO FEDERAL,LUIS FERNANDO SILVEIRA DE ALMEIDA,654
6566,DEPUTADO FEDERAL,ANDREA MODESTO DOS SANTOS,155
7700,DEPUTADO FEDERAL,FENELON MENDONÃA SANTOS,16
7712,DEPUTADO FEDERAL,THAYNÃ BARBOSA SILVEIRA,94
7713,DEPUTADO FEDERAL,SDNEY SANTOS SOUZA JUNIOR,423
7766,DEPUTADO FEDERAL,SÃRGIO DE OLIVEIRA BEZERRA,7
7777,DEPUTADO FEDERAL,FRANCISCO ANTONIO LIMA GONÃALVES,182
7788,DEPUTADO FEDERAL,SÃRGIO HENRIQUE RODRIGUES SANTOS,675
7789,DEPUTADO FEDERAL,JOSÃ SILVIO MONTEIRO,21
7790,DEPUTADO FEDERAL,LUANA SANTOS SILVA,393
7799,DEPUTADO FEDERAL,SUSANA MENEZES ALVES,703
8008,DEPUTADO FEDERAL,JENNIFER KEURREM MONTEIRO BOMFIM,643
8080,DEPUTADO FEDERAL,VAGNER DANTAS RODRIGUES,1445
9000,DEPUTADO FEDERAL,MARCELO RAMOS DA SILVA,1053
9001,DEPUTADO FEDERAL,ALOISIO JOSE DE JESUS,120
9009,DEPUTADO FEDERAL,ANNA LUCIENNE VAN MIERLO LUNARDI,108
9010,DEPUTADO FEDERAL,JOSE AUGUSTO DOS SANTOS SOBRINHO,205
9032,DEPUTADO FEDERAL,ANA CARLA SANTOS NASCIMENTO,219
9058,DEPUTADO FEDERAL,JORGE LUIZ SOTERO DE SANTANA,169
