NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1905,DEPUTADO FEDERAL,ELIZANGELA VIEIRA DA SILVA LOBO,2310
1907,DEPUTADO FEDERAL,MONICA SA DO NASCIMENTO PEREIRA DA COSTA,410
1908,DEPUTADO FEDERAL,SIDNEIA APARECIDA LIMA,142
1909,DEPUTADO FEDERAL,LEONARDO DOS SANTOS,3192
1910,DEPUTADO FEDERAL,JEFFERSON VIDAL PINHEIRO,15190
1911,DEPUTADO FEDERAL,JOSE PORTUGAL NETO,33368
1912,DEPUTADO FEDERAL,CARLOS ALBERTO SIQUEIRA DA SILVA,24224
1913,DEPUTADO FEDERAL,JOSE ANTONIO DE SOUZA BATISTA,898
1914,DEPUTADO FEDERAL,ANDRE LUIS DA SILVA CAMPISTA,1048
1915,DEPUTADO FEDERAL,WAGNER CARVALHO DE SENA,461
1918,DEPUTADO FEDERAL,ADRIANO DE ALMEIDA SILVA,1489
1919,DEPUTADO FEDERAL,MARCUS VENISSIUS DA SILVA BARBOSA,31140
1920,DEPUTADO FEDERAL,CLEBER RIBEIRO AFONSO,2597
1921,DEPUTADO FEDERAL,MARIA DE FATIMA ALVES GONÃALVES,63
1922,DEPUTADO FEDERAL,LEONARDO RODRIGUES,17154
1923,DEPUTADO FEDERAL,JEAN PIERRE PEREIRA SALLES,1890
1926,DEPUTADO FEDERAL,ANTONIA FACILDA MARTINS RODRIGUES,58
1928,DEPUTADO FEDERAL,GILBERTO MESSIAS DO NASCIMENTO,1053
1929,DEPUTADO FEDERAL,PAULO SANTOS MESSINA,15416
1930,DEPUTADO FEDERAL,PAULO RODRIGUES ALVES DA SILVA,1485
1933,DEPUTADO FEDERAL,CARLOS HENRIQUE RIOS LEMOS,10364
1935,DEPUTADO FEDERAL,SOLANGE ROSA DE SOUZA,245
1937,DEPUTADO FEDERAL,MANOEL ALEXANDRE PEREIRA DE FIGUEIREDO,7335
1939,DEPUTADO FEDERAL,QUÃREM HAPUQUE TEIXEIRA DA ROCHA,380
1940,DEPUTADO FEDERAL,THIAGO DE SANT ANNA CABRAL,2665
1944,DEPUTADO FEDERAL,RENATO CORDEIRO JUNIOR,5975
1945,DEPUTADO FEDERAL,IGOR PORTO GAVAZZI,17312
1946,DEPUTADO FEDERAL,GABRIELA MORAIS DA SILVA SANTOS,106
1950,DEPUTADO FEDERAL,JOSE APRIGIO DA SILVA,2039
1953,DEPUTADO FEDERAL,ANGELA MARIA TENORIO DE ALBUQUERQUE,1178
1955,DEPUTADO FEDERAL,WILSON ALEXANDRINO BARCELLOS DE SOUZA,1396
1956,DEPUTADO FEDERAL,ADEMIR ALVES DE MELO,7825
1966,DEPUTADO FEDERAL,FERNANDO DA SILVA FERNANDES,1575
1977,DEPUTADO FEDERAL,RUBENS TEIXEIRA DA SILVA,2376
1980,DEPUTADO FEDERAL,BRUNO LOPES DE ALMEIDA,898
