NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1188,DEPUTADO FEDERAL,LUCAS SANCHES PROMESSIA,40881
1189,DEPUTADO FEDERAL,SAMUEL PAES,3180
1190,DEPUTADO FEDERAL,PAULO ADRIANO LOPES LUCINDA TELHADA,69945
1191,DEPUTADO FEDERAL,RAPHAEL APARECIDO DE OLIVEIRA,12596
1199,DEPUTADO FEDERAL,EDICARLOS VIEIRA,14841
1200,DEPUTADO FEDERAL,ANTONIO FERNANDES DOS SANTOS NETO,24721
1201,DEPUTADO FEDERAL,ERICK JOSÃ ELOI DO NASCIMENTO,1979
1202,DEPUTADO FEDERAL,SEBASTIAO FARIAS PAIVA,569
1204,DEPUTADO FEDERAL,CLEBER MACARIO DE MACEDO,678
1207,DEPUTADO FEDERAL,MARIA REGINA MENDES FERREIRA,184
1208,DEPUTADO FEDERAL,VANESSA ARAUJO,2285
1209,DEPUTADO FEDERAL,LUCINEIA FERREIRA SANTOS COSTA,1503
1210,DEPUTADO FEDERAL,TELMA GIMENEZ LOUREIRO,687
1211,DEPUTADO FEDERAL,FÃBIO SILVA MOREIRA,1051
1212,DEPUTADO FEDERAL,MARIA GIOVANA LUCHIARI PISONI DUARTE FORTUNATO,32932
1213,DEPUTADO FEDERAL,PEDRO MAURÃCIO PEREIRA,1957
1215,DEPUTADO FEDERAL,GERALDO JERÃNIMO GONÃALVES,462
1219,DEPUTADO FEDERAL,DANIEL MONTEIRO COSTA,9492
1220,DEPUTADO FEDERAL,GILVANDRO JOSÃ ALVES DE OLIVEIRA FILHO,1032
1221,DEPUTADO FEDERAL,LINCOLN PEREIRA FERNANDES,7701
1222,DEPUTADO FEDERAL,WESLEY LEONARDO CEZAR,41054
1223,DEPUTADO FEDERAL,RUTE APARECIDA LEITE RIPARI,1523
1224,DEPUTADO FEDERAL,CLAUDIA KEITI DA COSTA,432
1227,DEPUTADO FEDERAL,MÃRIO ALVES DA SILVA FILHO,1563
1230,DEPUTADO FEDERAL,ANTONIO MARIO DE PAULA FERREIRA IELO,5796
1231,DEPUTADO FEDERAL,GUSTAVO MARTINS PICCOLO,8084
1232,DEPUTADO FEDERAL,DIMITRI SEAN RIBEIRO CARNEIRO,6626
1233,DEPUTADO FEDERAL,HEITOR ALVES,6192
1234,DEPUTADO FEDERAL,WILSON CALDEIRA PAIVA,29713
1236,DEPUTADO FEDERAL,LINDINALVA DO CARMO LIMA,2327
1238,DEPUTADO FEDERAL,SOLANGE ELIZABETH DOS SANTOS DORTA,653
1240,DEPUTADO FEDERAL,ANA CLÃUDIA FERREIRA DE PAIVA,1051
1244,DEPUTADO FEDERAL,LEANDRO CSEIMAN DOURADO,12573
1245,DEPUTADO FEDERAL,DIJAIR DE JESUS ALMEIDA,1847
1250,DEPUTADO FEDERAL,ABNER JOAS TOFANELLI,13215
1251,DEPUTADO FEDERAL,GILSON DE SOUZA CARVALHO,1055
1254,DEPUTADO FEDERAL,ANDRÃ LUIS DE MORAES,1055
1255,DEPUTADO FEDERAL,MÃNICA DE OLIVEIRA LOURENÃO VELOSO,11546
1266,DEPUTADO FEDERAL,JORGE AUGUSTO FIGO PESSOA,817
1269,DEPUTADO FEDERAL,MARTA DIAS FELIX,313
1270,DEPUTADO FEDERAL,ELZA ALVES DE CARVALHO,863
1272,DEPUTADO FEDERAL,DEJAIR DIAS DA SILVA,566
1275,DEPUTADO FEDERAL,MARIA JOAQUINA DOS SANTOS,5874
1276,DEPUTADO FEDERAL,LUCIANO MOURA DA SILVA,203
1277,DEPUTADO FEDERAL,MARCO ANTÃNIO FACCAS,594
1280,DEPUTADO FEDERAL,AMÃRICO ALEXANDRE CIANFARANI XAVIER,974
1281,DEPUTADO FEDERAL,LUIZ FELIPE DIAS,78
1288,DEPUTADO FEDERAL,ADRIANO CESAR DA SILVEIRA ZAMBELLI,3130
1290,DEPUTADO FEDERAL,CLOVES ALVES DOS SANTOS,389
1297,DEPUTADO FEDERAL,GLAUCE KELLY DOS SANTOS ADÃO LIMA,109
1299,DEPUTADO FEDERAL,RAFAEL ANTONIO DE SOUZA,977
1300,DEPUTADO FEDERAL,POLLYANNA DO VALLE ATAGIBA,20066
1301,DEPUTADO FEDERAL,FRANCISCO DANIEL CELEGUIM DE MORAIS,167438
1307,DEPUTADO FEDERAL,FABIANA SOLER DOS SANTOS ANDRADE,7036
1308,DEPUTADO FEDERAL,DOUGLAS MARTINS IZZO,41359
1309,DEPUTADO FEDERAL,ANTONIO ALBERTO MACHADO,16047
1310,DEPUTADO FEDERAL,IARA BERNARDI,45136
1311,DEPUTADO FEDERAL,MARTA DE SOUZA SOBRAL,13839
1312,DEPUTADO FEDERAL,ORLANDO VITORIANO DE OLIVEIRA,54243
1313,DEPUTADO FEDERAL,RUI GOETHE DA COSTA FALCÃO,193990
1314,DEPUTADO FEDERAL,BERNARDO LERER,2673
1315,DEPUTADO FEDERAL,ADELINO FRANCISCO DE OLIVEIRA,12789
1316,DEPUTADO FEDERAL,JORGE ANTONIO SORIANO MOURA,3744
1319,DEPUTADO FEDERAL,PEDRO TOURINHO DE SIQUEIRA,74729
1320,DEPUTADO FEDERAL,WAGNER OCIMAR BALIEIRO,49562
1321,DEPUTADO FEDERAL,ROSÃNGELA SILVA DOS SANTOS,37291
1322,DEPUTADO FEDERAL,ARLINDO CHIGNALIA JUNIOR,144108
1323,DEPUTADO FEDERAL,PASCOALINA SOUZA SILVA,6224
1325,DEPUTADO FEDERAL,KERLLYN DE OLIVEIRA MENEGUSSE,3919
1326,DEPUTADO FEDERAL,EMERSON DE ABREU SANTANA,3757
1328,DEPUTADO FEDERAL,TAMIRES GOMES SAMPAIO,25030
1330,DEPUTADO FEDERAL,JANAINA FERRATO ELIAS,4235
1331,DEPUTADO FEDERAL,CELI REGINA DA CRUZ,9129
1332,DEPUTADO FEDERAL,REINALDO FRANCO DE SOUZA,3428
1333,DEPUTADO FEDERAL,JULIANA CARDOSO,125517
1334,DEPUTADO FEDERAL,FERNANDA MENDES PRADO,1974
1338,DEPUTADO FEDERAL,GILDENOR ALVES FREIRE,2693
1340,DEPUTADO FEDERAL,RAFAEL BRUXELLAS PARRA,17251
1341,DEPUTADO FEDERAL,EDUARDO DADE SALLUM,10885
1344,DEPUTADO FEDERAL,JAQUES ARTUR MUNHOZ,5983
1345,DEPUTADO FEDERAL,GILBERTO ANTONIO LUIZ,11366
1347,DEPUTADO FEDERAL,JUVENAL DE AGUIAR PENTEADO NETO,4146
1350,DEPUTADO FEDERAL,MATEUS OLIVEIRA MORO,4928
1351,DEPUTADO FEDERAL,REGINALDO CAMILO DOS SANTOS,8858
1353,DEPUTADO FEDERAL,NILTO IGNÃCIO TATTO,151861
1354,DEPUTADO FEDERAL,ALEXANDRE ROCHA SANTOS PADILHA,140037
1355,DEPUTADO FEDERAL,LUIZ MARINHO,156202
1358,DEPUTADO FEDERAL,ALENCAR SANTANA BRAGA,139223
1360,DEPUTADO FEDERAL,JOSÃ AMÃRICO ASCENCIO DIAS,42813
1361,DEPUTADO FEDERAL,GERALDO MARTINS DE SOUZA,4775
1365,DEPUTADO FEDERAL,PAULO APARECIDO SILVA CAYRES,15610
1366,DEPUTADO FEDERAL,MARIANA CERGOLI JANEIRO,22464
1367,DEPUTADO FEDERAL,SANDRA APARECIDA MADEU IDA,1271
1369,DEPUTADO FEDERAL,SYMMY LARRAT BRITO DE CARVALHO,5400
1370,DEPUTADO FEDERAL,CARLOS ALBERTO ROLIM ZARATTINI,147349
1371,DEPUTADO FEDERAL,FABIO SILVA CALIXTO,1912
1375,DEPUTADO FEDERAL,DOUGLAS ELIAS BELCHIOR,50391
1377,DEPUTADO FEDERAL,FRANCISCO JOSÃ NOGUEIRA DA SILVA,13147
1380,DEPUTADO FEDERAL,JILMAR AUGUSTINHO TATTO,157843
1384,DEPUTADO FEDERAL,JACQUELINE CHANEL,489
1385,DEPUTADO FEDERAL,KÃTIA SILVA DE OLIVEIRA,3691
1387,DEPUTADO FEDERAL,FERNANDA STEFANI CURTI,24566
1388,DEPUTADO FEDERAL,CLAUDETE ALVES DA SILVA,23943
1389,DEPUTADO FEDERAL,ALFREDO ALVES CAVALCANTE,97063
1390,DEPUTADO FEDERAL,VICENTE PAULO DA SILVA,82912
1391,DEPUTADO FEDERAL,LUCIENE BARROS VERISSIMO DA SILVA,2432
1393,DEPUTADO FEDERAL,CLAUDIO BISPO,8785
1398,DEPUTADO FEDERAL,LUIZ PAULO TEIXEIRA FERREIRA,122800
1400,DEPUTADO FEDERAL,PAULO SUSSUMU KOBAYASHI,3393
1401,DEPUTADO FEDERAL,NELIO FERNANDO DOS REIS,2155
1402,DEPUTADO FEDERAL,LUCIANA RIBEIRO CASTELLAN,896
1403,DEPUTADO FEDERAL,RAFAEL ALMEIDA PRADO VALENTIM,2250
1404,DEPUTADO FEDERAL,SILVIO ROMERO DE MAGALHAES LEITE,1442
1405,DEPUTADO FEDERAL,LUIZ FRANCISCO TEIXEIRA,555
1406,DEPUTADO FEDERAL,JOARLEY MOISES ALVES DOS SANTOS,5605
1407,DEPUTADO FEDERAL,SELMA RODRIGUES DANTAS MUNHOZ,826
1408,DEPUTADO FEDERAL,DANIEL MIGUEL,1520
1409,DEPUTADO FEDERAL,JOEL ANTONIO DE MELLO,186
1410,DEPUTADO FEDERAL,DANILA CINTIA AZEVEDO DE OLIVEIRA,2676
1411,DEPUTADO FEDERAL,JURANDIR PEREIRA ALENCAR,740
1412,DEPUTADO FEDERAL,WELDER DOUGLAS DA SILVA,3196
1414,DEPUTADO FEDERAL,ADRILLES REIS JORGE,91485
1415,DEPUTADO FEDERAL,VALDEMAR SILVA,2656
1416,DEPUTADO FEDERAL,FLAVIANE MENESES AQUINO,1059
1417,DEPUTADO FEDERAL,JOSE ANTONIO DE OLIVEIRA,2486
1418,DEPUTADO FEDERAL,CLAUDINEI DE OLIVEIRA BARBOSA,5531
1420,DEPUTADO FEDERAL,MUNIR WAHHAB,756
1422,DEPUTADO FEDERAL,ADRIANA RAMOS AFONSO EL RIFAI,1595
1423,DEPUTADO FEDERAL,RODRIGO PIERNAS ANDOLFATO,6644
1424,DEPUTADO FEDERAL,DAISE MARIA PEREIRA SILVA,222
1426,DEPUTADO FEDERAL,MARIA JOSE DE SOUZA,380
1427,DEPUTADO FEDERAL,MARCIA REGINA ALVES GONCALVES,1408
1428,DEPUTADO FEDERAL,NILSON JESPERSEN DE OLIVEIRA FRANCO,826
1430,DEPUTADO FEDERAL,SILVANA MENK PINTO,318
1431,DEPUTADO FEDERAL,ROSINETE DA SILVA MOREIRA,220
1432,DEPUTADO FEDERAL,ELIAS GUIMARAES BORGES,79
1433,DEPUTADO FEDERAL,RAFAEL ALBANEZ,1429
1434,DEPUTADO FEDERAL,NEFI ANTONIO CASTRO TALES,749
1435,DEPUTADO FEDERAL,ALESSANDRA SOUZA VALIM,254
1436,DEPUTADO FEDERAL,MARIA CELESTE JUSTA,289
1437,DEPUTADO FEDERAL,SONIA MARIA GUERREIRO PAZINI,63
1438,DEPUTADO FEDERAL,ANDRE LUIS RAMOS PEDROSO,9106
1441,DEPUTADO FEDERAL,WAGNER TADEU SILVA PRADO,9009
1442,DEPUTADO FEDERAL,WELLINGTON MACEDO DE SOUZA,1118
1443,DEPUTADO FEDERAL,CLAUDINEIA MOREIRA DE ALMEIDA,290
1444,DEPUTADO FEDERAL,CRISTIANE BRASIL FRANCISCO,6730
1445,DEPUTADO FEDERAL,FERNANDO FERRARI MERIGLI,1631
1446,DEPUTADO FEDERAL,MARCOS ROBERTO DOS SANTOS,98
1447,DEPUTADO FEDERAL,MARCILIO DUARTE LIMA,207
1449,DEPUTADO FEDERAL,VAGNER BERTI,557
1450,DEPUTADO FEDERAL,RUBENS NUSQUE JUNIOR,3750
1451,DEPUTADO FEDERAL,ANTONIO RAIMUNDO FEDOSSI,2295
1452,DEPUTADO FEDERAL,OSVALDO MACEDO NEGRÃO,2246
1454,DEPUTADO FEDERAL,BRUNO MADEIRA DE CARVALHO,1581
1455,DEPUTADO FEDERAL,OSMAR BENEDITO PRIANTE,1316
1456,DEPUTADO FEDERAL,GUILHERME SORICILLO BUNGER,1486
1457,DEPUTADO FEDERAL,MARCIA BUENO DA SILVA,264
1460,DEPUTADO FEDERAL,SYLVIO MALHEIRO JUNIOR,2691
1464,DEPUTADO FEDERAL,HUGO GOMES PAIVA,186
1466,DEPUTADO FEDERAL,DENILSON MIOTTO,575
1468,DEPUTADO FEDERAL,MARCELO ROSSI DOS SANTOS,7612
1469,DEPUTADO FEDERAL,ITALO LORENZON NETO,4619
1470,DEPUTADO FEDERAL,RENATO TAMAIO DE SOUZA,347
1471,DEPUTADO FEDERAL,ALTAIR CAMPANA,297
1472,DEPUTADO FEDERAL,MIGUEL ANDERSON HEREDIA DE SÃ,614
1473,DEPUTADO FEDERAL,JOSE CARLOS FERREIRA BARBOSA,62
1474,DEPUTADO FEDERAL,BOLIVAR FUNDÃO FILHO,402
1475,DEPUTADO FEDERAL,JAIR GOMES DA SILVA,488
1476,DEPUTADO FEDERAL,ANDERSON GONDIM SAMPAIO,267
1477,DEPUTADO FEDERAL,EDUARDO COSENTINO DA CUNHA,5044
1478,DEPUTADO FEDERAL,JUNIA CRISTINA LEME MACEDO,1311
1479,DEPUTADO FEDERAL,FRANCISCO DE ASSIS DA SILVA,587
1480,DEPUTADO FEDERAL,ROSEMEIRE MARTINS DE CARVALHO,1187
1483,DEPUTADO FEDERAL,ROBERTA CRISTINA RONCADA GASPAR,161
1484,DEPUTADO FEDERAL,VIVIANE BERGAMO MORGERO,201
