NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1906,DEPUTADO FEDERAL,KÃTIA FELIPINA GALIMBERTI BRITTO,14
1909,DEPUTADO FEDERAL,DANIEL LAERTE LAHM,2201
1910,DEPUTADO FEDERAL,ROBSON SA DA COSTA,2766
1911,DEPUTADO FEDERAL,FERNANDO PIRES BRANCO,8662
1914,DEPUTADO FEDERAL,ANGELA MEDEIROS DOS SANTOS NUNES,1726
1918,DEPUTADO FEDERAL,ABRAO NUNES MARTINS,358
1919,DEPUTADO FEDERAL,CINTIA REGINA FREITAS ROCKENBACH,4146
1920,DEPUTADO FEDERAL,KAREN ALINE LANNES LOPES,3249
1922,DEPUTADO FEDERAL,MAURICIO BEDIN MARCON,140634
1929,DEPUTADO FEDERAL,SILVIA MARIA STAUB SCHIRRMANN,2432
1930,DEPUTADO FEDERAL,JEFERSON LUIZ DA ROSA FRANÃA,6334
1933,DEPUTADO FEDERAL,JOAO CARLOS MENDONÃA RODRIGUES,801
1939,DEPUTADO FEDERAL,MARCO ANTONIO MOURA DOS SANTOS,863
1944,DEPUTADO FEDERAL,JOCIMAR SANTOS DE JESUS,22606
1950,DEPUTADO FEDERAL,PAOLO NUNES KUCERA,268
1951,DEPUTADO FEDERAL,ROSILDA DE JESUS GOMES,588
1954,DEPUTADO FEDERAL,NEIVA AMADOR,490
1955,DEPUTADO FEDERAL,LINO ABEL NUNES,383
1960,DEPUTADO FEDERAL,LUIS CARLOS SILVA DE SOUZA,197
1967,DEPUTADO FEDERAL,DEBORA CASSANDRA BIBIANO MACHADO,385
1977,DEPUTADO FEDERAL,MAURICIO ALEXANDRE DZIEDRICKI,74310
1979,DEPUTADO FEDERAL,JOEL ALVES MACHADO,899
1980,DEPUTADO FEDERAL,LUIS FERNANDO PERES DOS SANTOS,2532
1988,DEPUTADO FEDERAL,CHRISTIAN DE LIMA RICARDO,324
1991,DEPUTADO FEDERAL,CELSO RICARDO COUGO FERREIRA,449
1992,DEPUTADO FEDERAL,ADRIANO GUERRA STRACK,8505
2000,DEPUTADO FEDERAL,CARINA BELOME LEMES,4423
2001,DEPUTADO FEDERAL,LUIZ OMAR DUARTE DO AMARAL,560
2002,DEPUTADO FEDERAL,SERGIO PIRES DIAS,755
2007,DEPUTADO FEDERAL,EMERSON CORREA DA SILVA,1048
2008,DEPUTADO FEDERAL,JOSÃ UELINTON ALEXANDRE,231
2010,DEPUTADO FEDERAL,EDILSON RODRIGUES ZAMBARDA,1184
2011,DEPUTADO FEDERAL,JOSE NELSON MONTEIRO DA SILVA,401
2016,DEPUTADO FEDERAL,ADÃO RENATO SCHULTZ COSTA,206
2017,DEPUTADO FEDERAL,ARTHUR SILVA DA CUNHA,48
2020,DEPUTADO FEDERAL,JAIME DOS SANTOS LOPES,1465
2021,DEPUTADO FEDERAL,FABIANA DOS REIS DEUS,472
2022,DEPUTADO FEDERAL,PAULO ROBERTO DA SILVA FLORES,3881
2023,DEPUTADO FEDERAL,TATIANA RHEINGANTZ ARMOS,262
2024,DEPUTADO FEDERAL,BARBARA SUSAN DA SILVA RITTA,382
2025,DEPUTADO FEDERAL,RENER DE SOUZA MACHADO,120
2027,DEPUTADO FEDERAL,CARMEM LORENI BIAZOLOR MIRANDA,241
2030,DEPUTADO FEDERAL,RONALDO LUCIANO RIBEIRO DA SILVA,400
2033,DEPUTADO FEDERAL,CLAITON GARCIA DA CRUZ,547
2034,DEPUTADO FEDERAL,LUCINEIDE NEVES DOS SANTOS LIMA,279
2038,DEPUTADO FEDERAL,FLAVIA CRISTINA ABREU,1092
2040,DEPUTADO FEDERAL,MAURICIO MACHADO,474
2050,DEPUTADO FEDERAL,MARCIO AURELIO DA SILVA,312
